
Consulta do plano de contas 1 - DOURALEX - 9014 PARTICIPANTE

Código;Classificação;Nome;Apelido;Consolidada;Relatório;Concilia Aut.;Ct. Obrigatória;Fórmula
4260;04.1.1.02.004;     Compra de Material de Consumo de Almox ;COMPRAMATALMOX; ;Demonstração do resultado;NÃO;NÃO;
4294;04.1.1.02.005;     Compra de Material para Uso e Consumo ;COMPRAUSOCONS; ;Demonstração do resultado;NÃO;NÃO;
4308;04.1.1.02.006;     Fretes S/ Compras ;FRETESCOMPR; ;Demonstração do resultado;NÃO;NÃO;
4316;04.1.1.02.007;     ICMS S/ Compras ;ICMSSCOMPR; ;Demonstração do resultado;NÃO;NÃO;
4324;04.1.1.02.008;     IPI S/ Compras ;IPISCOMPR; ;Demonstração do resultado;NÃO;NÃO;
4332;04.1.1.02.009;     (-) Devolução de Compras ;DEVOLCOMPR; ;Demonstração do resultado;NÃO;NÃO;
4570;04.1.1.02.010;     Compra de Motocicletas ;COMPRAMOTOC; ;Demonstração do resultado;NÃO;NÃO;
4588;04.1.1.02.011;     Compra de Motor de Popa ;COMPRAMOTOR; ;Demonstração do resultado;NÃO;NÃO;
6459;04.1.1.02.012;     (-)Recuperação de pis (compras) ;RECUPPIS; ;Demonstração do resultado;NÃO;NÃO;
6467;04.1.1.02.013;     (-)Recuperação Cofins (compras) ;RECCOF; ;Demonstração do resultado;NÃO;NÃO;
6785;04.1.1.02.014;     Compra pra Utilização na Prestação Serviço ;COMPRAPRESTSERV; ;Demonstração do resultado;NÃO;NÃO;
6823;04.1.1.02.015;     Bonificação ;BONIF; ;Demonstração do resultado;NÃO;NÃO;1
6920;04.1.1.02.016;     Compra de Combustivel ou Lubrificante ;COMPRACOMLUB; ;Demonstração do resultado;NÃO;NÃO;
7110;04.1.1.02.017;     Compra de Terrenos ;COMPTERRENOS; ;Demonstração do resultado;NÃO;NÃO;
7145;04.1.1.02.018;     Custo da Venda de Terrenos ;CUSTOTERRENOS; ;Demonstração do resultado;NÃO;NÃO;
8630;04.1.1.02.019;     Bonificações Concedidas ;BONIF; ;Demonstração do resultado;NÃO;NÃO;
9431;04.1.1.02.020;     Impostos e custos de importação ;CUSTOIMP; ;Demonstração do resultado;NÃO;NÃO;
5797;04.1.1.03;   ESTOQUE FINAL;; ;Demonstração do resultado;NÃO;NÃO;
5800;04.1.1.03.001;     Estoque Final de Mercadorias ;EFMERC; ;Demonstração do resultado;NÃO;NÃO;
5819;04.1.1.03.002;     Estoque Final de Motocicletas ;EFMOTOS; ;Demonstração do resultado;NÃO;NÃO;
5827;04.1.1.03.003;     Estoque Final de Motor de Popa ;EFMOTOR; ;Demonstração do resultado;NÃO;NÃO;
5835;04.1.1.03.004;     Estoque Final de Matéria Prima ;EFMATPRIMA; ;Demonstração do resultado;NÃO;NÃO;
5843;04.1.1.03.005;     Estoque Final de Produto Acabado ;EFPACAB; ;Demonstração do resultado;NÃO;NÃO;
6629;04.1.1.03.006;     Estoque Final de Produtos r Insumos ;EFPRODINS; ;Demonstração do resultado;NÃO;NÃO;
7021;04.1.1.03.007;     Estoque Final de Lubrificantes ;ESTFLUBRIF; ;Demonstração do resultado;NÃO;NÃO;
2810;04.1.2;  CUSTO DOS PRODUTOS VENDIDOS;; ;Demonstração do resultado;NÃO;NÃO;
2828;04.1.2.01;   ESTOQUE INICIAL DE PRODUTOS EM ELABORAÇÃO;; ;Demonstração do resultado;NÃO;NÃO;
2836;04.1.2.01.001;     Estoque Inicial de Produtos Em Elaboração ;EIPELAB; ;Demonstração do resultado;NÃO;NÃO;
2844;04.1.2.02;   ESTOQUE INICIAL DE PRODUTOS ACABADOS;; ;Demonstração do resultado;NÃO;NÃO;
2852;04.1.2.02.001;     Estoque Inicial de Produtos Acabados ;EIPRODACAB; ;Demonstração do resultado;NÃO;NÃO;
2860;04.1.2.03;   CUSTOS DAS MATÉRIAS-PRIMAS;; ;Demonstração do resultado;NÃO;NÃO;
2879;04.1.2.03.001;     Custo Das Matérias-Primas ;CTOMP; ;Demonstração do resultado;NÃO;NÃO;
2887;04.1.2.06;   ESTOQUE FINAL DE PRODUTOS EM ELABORAÇÃO;; ;Demonstração do resultado;NÃO;NÃO;
2895;04.1.2.06.001;     Estoque Final de Produtos Em Elaboração ;EFPRODELAB; ;Demonstração do resultado;NÃO;NÃO;
2909;04.1.2.07;   ESTOQUE FINAL DE PRODUTOS ACABADOS;; ;Demonstração do resultado;NÃO;NÃO;
2917;04.1.2.07.001;     Estoque Final de Produtos Acabados ;EFPRODACAB; ;Demonstração do resultado;NÃO;NÃO;
4383;04.1.3;  TRANFERÊNCIA - ENTRADAS;; ;Demonstração do resultado;NÃO;NÃO;
4391;04.1.3.01;    Transferência de Mercadorias ;ENTTRANSF; ;Demonstração do resultado;NÃO;NÃO;
6831;04.1.3.02;    Devolução Transferencia de Mercadorias ;EDEVOLTRANSF; ;Demonstração do resultado;NÃO;NÃO;
4405;04.1.4;  TRANSFERÊNCIA - SAÍDAS;; ;Demonstração do resultado;NÃO;NÃO;
4413;04.1.4.01;    Tranferência de Mercadorias ;SAITRANSF; ;Demonstração do resultado;NÃO;NÃO;
6840;04.1.4.02;    Devolução Transferencia de Mercadorias ;SDEVOLTRANSF; ;Demonstração do resultado;NÃO;NÃO;
2925;04.2; DESPESAS;; ;Demonstração do resultado;NÃO;NÃO;
2933;04.2.1;  DESPESAS OPERACIONAIS;; ;Demonstração do resultado;NÃO;NÃO;
2941;04.2.1.01;   DESPESAS TRABALHISTAS;; ;Demonstração do resultado;NÃO;NÃO;
2950;04.2.1.01.001;     Salários ;DCSAL; ;Demonstração do resultado;NÃO;NÃO;
2968;04.2.1.01.002;     Pró-Labore ;DCPROLAB; ;Demonstração do resultado;NÃO;NÃO;
2976;04.2.1.01.003;     Horas Extras ;DCHE; ;Demonstração do resultado;NÃO;NÃO;
2984;04.2.1.01.004;     Férias ;DCFERIAS; ;Demonstração do resultado;NÃO;NÃO;
2992;04.2.1.01.005;     13.Salário ;DC13.SAL; ;Demonstração do resultado;NÃO;NÃO;
3000;04.2.1.01.006;     Rescisão ;DRESC; ;Demonstração do resultado;NÃO;NÃO;
3018;04.2.1.01.007;     Gratificações ;DCGRATIFIC; ;Demonstração do resultado;NÃO;NÃO;
3891;04.2.1.01.008;     Adicional Noturno ;DADICNOT; ;Demonstração do resultado;NÃO;NÃO;
5002;04.2.1.01.009;     Açoes Trabalhistas ;ACTRAB; ;Demonstração do resultado;NÃO;NÃO;
6564;04.2.1.01.010;     Salario Autonomo ;SALAUTON; ;Demonstração do resultado;NÃO;NÃO;
7579;04.2.1.01.011;     PRO LABORE LUCIANA IZIDA CARDOSO SANTOS ;PROLICS; ;Demonstração do resultado;NÃO;NÃO;
7587;04.2.1.01.012;     PRO LABORE FABIO IZIDA CARDOSO ;PROFIC; ;Demonstração do resultado;NÃO;NÃO;
7846;04.2.1.01.013;     Pró-Labore Francisco Cardoso ;PROFRANCISCO; ;Demonstração do resultado;NÃO;NÃO;
8176;04.2.1.01.014;     Participação nos Lucros e Resultados - PLR ;PLR; ;Demonstração do resultado;NÃO;NÃO;
8184;04.2.1.01.015;     Distribuição de lucros ;DISTLUCRO; ;Demonstração do resultado;NÃO;NÃO;
8400;04.2.1.01.016;     ADTO DE PRO LABORE FIC ;ADTOFIC; ;Demonstração do resultado;NÃO;NÃO;
8419;04.2.1.01.017;     ADTO DE PRO LABORE LICS ;ADTOLICS; ;Demonstração do resultado;NÃO;NÃO;
3026;04.2.1.02;   ENCARGOS SOCIAIS;; ;Demonstração do resultado;NÃO;NÃO;
3034;04.2.1.02.001;     I.N.S.S. ;DCINSS; ;Demonstração do resultado;NÃO;NÃO;
3042;04.2.1.02.002;     F.G.T.S. ;DCFGTS; ;Demonstração do resultado;NÃO;NÃO;
3050;04.2.1.02.003;     Multa Rescisória FGTS ;MULTARESC; ;Demonstração do resultado;NÃO;NÃO;
3069;04.2.1.02.004;     PIS sobre Folha ;PIS; ;Demonstração do resultado;NÃO;NÃO;
3077;04.2.1.02.005;     Contribuições Sindicais ;GRCS; ;Demonstração do resultado;NÃO;NÃO;
7269;04.2.1.02.006;     Contibuições Assistencial ;GRCA; ;Demonstração do resultado;NÃO;NÃO;
3085;04.2.1.03;   DESPESAS GERAIS;; ;Demonstração do resultado;NÃO;NÃO;
3093;04.2.1.03.001;     Comissões ;DCCOMISS; ;Demonstração do resultado;NÃO;NÃO;
3107;04.2.1.03.002;     Aluguel ;DCALUG; ;Demonstração do resultado;NÃO;NÃO;
3115;04.2.1.03.003;     Água e Esgoto ;DCAGUA; ;Demonstração do resultado;NÃO;NÃO;
3123;04.2.1.03.004;     Energia Elétrica ;DCEE; ;Demonstração do resultado;NÃO;NÃO;
3131;04.2.1.03.005;     Uniodonto ;DCUNIODONTO; ;Demonstração do resultado;NÃO;NÃO;
3140;04.2.1.03.006;     Material de Expediente ;DCMEXP; ;Demonstração do resultado;NÃO;NÃO;
3158;04.2.1.03.007;     Material de Limpeza e Copa ;DCELIMP; ;Demonstração do resultado;NÃO;NÃO;
3166;04.2.1.03.008;     Impressos e Materiais P/ Escritório ;DCMATESCR; ;Demonstração do resultado;NÃO;NÃO;
3174;04.2.1.03.009;     Manutenção e Conservação ;DCMANUT; ;Demonstração do resultado;NÃO;NÃO;
3182;04.2.1.03.010;     Combustíveis e Lubrificantes ;DCCOMBUST; ;Demonstração do resultado;NÃO;NÃO;
3190;04.2.1.03.011;     Sindicato Patronal/Associação de Classe ;DCSINDPAT; ;Demonstração do resultado;NÃO;NÃO;
3204;04.2.1.03.012;     Correios e Malotes ;DCECT; ;Demonstração do resultado;NÃO;NÃO;
3212;04.2.1.03.013;     Depreciações e Amortizações ;DCDEPRE; ;Demonstração do resultado;NÃO;NÃO;
3220;04.2.1.03.014;     Propaganda e Publicidade ;DCPROPAG; ;Demonstração do resultado;NÃO;NÃO;
3239;04.2.1.03.015;     Fretes e Carretos ;DCFRETES; ;Demonstração do resultado;NÃO;NÃO;
3247;04.2.1.03.016;     Assistência Médica - Medicina Ocupacional ;DCMEDICO; ;Demonstração do resultado;NÃO;NÃO;
3255;04.2.1.03.017;     Leasing ;DCLESING; ;Demonstração do resultado;NÃO;NÃO;
3263;04.2.1.03.018;     Serviços de Terceiros - Pessoa Física ;DCTERCPF; ;Demonstração do resultado;NÃO;NÃO;
3271;04.2.1.03.019;     Serviços Prestados por Terceiros ;DCTERCPJ; ;Demonstração do resultado;NÃO;NÃO;
3280;04.2.1.03.020;     Dispêndios com Alimentação ;OR TERCEIROS; ;Demonstração do resultado;NÃO;NÃO;
3298;04.2.1.03.021;     Feiras/Congressos/Simpósios/Cursos ;DCFEIRAS; ;Demonstração do resultado;NÃO;NÃO;
3301;04.2.1.03.022;     Telefone e Internet ;DCFONE; ;Demonstração do resultado;NÃO;NÃO;
3310;04.2.1.03.023;     Pat-Programa Alimentação ao Trabalhador ;DEPAT; ;Demonstração do resultado;NÃO;NÃO;
3328;04.2.1.03.024;     Vale-Transporte ;DCVT; ;Demonstração do resultado;NÃO;NÃO;
3336;04.2.1.03.025;     Bens de Pequeno Valor ;DCBENS; ;Demonstração do resultado;NÃO;NÃO;
3344;04.2.1.03.026;     Pedágios ;DCPEDAG; ;Demonstração do resultado;NÃO;NÃO;
3352;04.2.1.03.027;     Assinaturas Livros, Jornais e Revista ;DCJORN; ;Demonstração do resultado;NÃO;NÃO;
3360;04.2.1.03.028;     Cartório ;DESPCART; ;Demonstração do resultado;NÃO;NÃO;
3379;04.2.1.03.029;     Confraternizações ;DCCONFRAT; ;Demonstração do resultado;NÃO;NÃO;
3387;04.2.1.03.030;     Leasing ;DCLEASING; ;Demonstração do resultado;NÃO;NÃO;
3395;04.2.1.03.031;     Condução ;DCCOND; ;Demonstração do resultado;NÃO;NÃO;
3409;04.2.1.03.032;     Seguros Diversos ;DCSEG; ;Demonstração do resultado;NÃO;NÃO;
4235;04.2.1.03.033;     Honorários Contábeis ;DCHONCONT; ;Demonstração do resultado;NÃO;NÃO;
3417;04.2.1.03.034;     Viagens e Estadias ;DCVGM; ;Demonstração do resultado;NÃO;NÃO;
4340;04.2.1.03.035;     Material de Uso e Consumo ;CONSUMO; ;Demonstração do resultado;NÃO;NÃO;
4367;04.2.1.03.036;     Conservação em Instalação ;CONSINST; ;Demonstração do resultado;NÃO;NÃO;
4375;04.2.1.03.037;     Insumos na Prestação de Serviços ;INSPSERV; ;Demonstração do resultado;NÃO;NÃO;
4472;04.2.1.03.038;     Manutenção de Máquinas e Equipamentos ;MANMAQEQUIP; ;Demonstração do resultado;NÃO;NÃO;
4480;04.2.1.03.039;     Manutenção de Móveis e Utensílios ;MANMOVUTENS; ;Demonstração do resultado;NÃO;NÃO;
4499;04.2.1.03.040;     Despesas com Veículos ;DESPVEIC; ;Demonstração do resultado;NÃO;NÃO;
4502;04.2.1.03.041;     Embalagem ;DCEMBALAGEM; ;Demonstração do resultado;NÃO;NÃO;
4510;04.2.1.03.042;     Uniforme ;DCUNIFORME; ;Demonstração do resultado;NÃO;NÃO;
4545;04.2.1.03.043;     Equipamento de Segurança ;DCEQUIPSEG; ;Demonstração do resultado;NÃO;NÃO;
4553;04.2.1.03.044;     Refeições ;DCREFEIÇÃO; ;Demonstração do resultado;NÃO;NÃO;
4561;04.2.1.03.045;     Locação Máquinas e Equipamentos ;LOCMAQEQUIP; ;Demonstração do resultado;NÃO;NÃO;
4952;04.2.1.03.046;     Alarmes e Segurança ;ALARSEGU; ;Demonstração do resultado;NÃO;NÃO;
4960;04.2.1.03.047;     Internet ;INTERNET; ;Demonstração do resultado;NÃO;NÃO;
4979;04.2.1.03.048;     Treinamentos ;TREIN; ;Demonstração do resultado;NÃO;NÃO;
5371;04.2.1.03.049;     Associações ;DESCASSOC; ;Demonstração do resultado;NÃO;NÃO;
5380;04.2.1.03.050;     Plano de Saúde e Odontológico ;PLANOSAUDEEODONT; ;Demonstração do resultado;NÃO;NÃO;
5398;04.2.1.03.051;     Oficina ;DESPESAS COM OFICINA; ;Demonstração do resultado;NÃO;NÃO;
5401;04.2.1.03.052;     Reparos Peças e acessórios ;REPPEÇASACESS; ;Demonstração do resultado;NÃO;NÃO;
5410;04.2.1.03.053;     Proteção de Créditos ;DESPPROTECRED; ;Demonstração do resultado;NÃO;NÃO;
5428;04.2.1.03.054;     Rastreamento de veículos ;RASTRVEIC; ;Demonstração do resultado;NÃO;NÃO;
5436;04.2.1.03.055;     Despesas c/ Promoção ;DESPCPROM; ;Demonstração do resultado;NÃO;NÃO;
5444;04.2.1.03.056;     Licenciamento de Veículos ;LICEVEIC; ;Demonstração do resultado;NÃO;NÃO;
5630;04.2.1.03.057;     Fotocópias ;FOTCOP; ;Demonstração do resultado;NÃO;NÃO;
5649;04.2.1.03.058;     Informática ;INFORM; ;Demonstração do resultado;NÃO;NÃO;
5703;04.2.1.03.059;     Despesas C/ Cartão de Crédito ;CARTAO; ;Demonstração do resultado;NÃO;NÃO;
5886;04.2.1.03.060;     Brindes ;BRINDES; ;Demonstração do resultado;NÃO;NÃO;
5932;04.2.1.03.061;     Estacionamento ;DCESTAC; ;Demonstração do resultado;NÃO;NÃO;
5959;04.2.1.03.062;     Multas Transito ;DMULTASTRANS; ;Demonstração do resultado;NÃO;NÃO;
6050;04.2.1.03.063;     Convênios ;CONVENIOS; ;Demonstração do resultado;NÃO;NÃO;
6076;04.2.1.03.064;     Reembolso ;DESPCOMREEMBOLSO; ;Demonstração do resultado;NÃO;NÃO;
6084;04.2.1.03.065;     Manutenção de Patrimônio ;DESPMANPATR; ;Demonstração do resultado;NÃO;NÃO;
6092;04.2.1.03.066;     Condominio ;DESCONDOM; ;Demonstração do resultado;NÃO;NÃO;
6106;04.2.1.03.067;     TX boleto ;DESPBOLETO; ;Demonstração do resultado;NÃO;NÃO;
6335;04.2.1.03.068;     Despesas Diversas ;DESPDIV; ;Demonstração do resultado;NÃO;NÃO;
6394;04.2.1.03.069;     Doações e Contribuições ;DOACONTR; ;Demonstração do resultado;NÃO;NÃO;
6408;04.2.1.03.070;     Serviço de Consultoria ;SERVCONS; ;Demonstração do resultado;NÃO;NÃO;
6424;04.2.1.03.071;     Seguro de Vida ;SEGVIDA; ;Demonstração do resultado;NÃO;NÃO;
6530;04.2.1.03.072;     Reproduções ;DCREPRODUÇÕES; ;Demonstração do resultado;NÃO;NÃO;
6572;04.2.1.03.073;     Permuta ;DESPDIVERSAS; ;Demonstração do resultado;NÃO;NÃO;
6653;04.2.1.03.074;     Análises Laboratoriais ;DESPANALISE; ;Demonstração do resultado;NÃO;NÃO;
6661;04.2.1.03.075;     Marcas/Registro ;MREGISTRO; ;Demonstração do resultado;NÃO;NÃO;
6742;04.2.1.03.076;     Franquias ;ALUGFRANQUIAS; ;Demonstração do resultado;NÃO;NÃO;
7080;04.2.1.03.077;     Pavimentação Asfaltica ;PAVASF; ;Demonstração do resultado;NÃO;NÃO;
7315;04.2.1.03.078;     Material p/ Pintura ;MATPINTURA; ;Demonstração do resultado;NÃO;NÃO;
7366;04.2.1.03.079;     Contribuição Sindical ;CONTRSIND; ;Demonstração do resultado;NÃO;NÃO;
7552;04.2.1.03.080;     Condominio Itamarati ;DESCONDITA; ;Demonstração do resultado;NÃO;NÃO;
7595;04.2.1.03.081;     Despesas c/ Processos ;DESCPROC; ;Demonstração do resultado;NÃO;NÃO;
7633;04.2.1.03.082;     Sobra de Caixa ;SOBCX; ;Demonstração do resultado;NÃO;NÃO;
7641;04.2.1.03.083;     Despesa a recuperar ;DESPRECU; ;Demonstração do resultado;NÃO;NÃO;
7650;04.2.1.03.084;     Multas ;DESPMULTAS; ;Demonstração do resultado;NÃO;NÃO;
7692;04.2.1.03.085;     Reforma ;REFORMA; ;Demonstração do resultado;NÃO;NÃO;
7706;04.2.1.03.086;     Curso ;CURSO; ;Demonstração do resultado;NÃO;NÃO;
7714;04.2.1.03.087;     Boleto ;BOLETO; ;Demonstração do resultado;NÃO;NÃO;
7757;04.2.1.03.088;     Material indenização de clientes ;MATERINDE; ;Demonstração do resultado;NÃO;NÃO;
7790;04.2.1.03.089;     Indenização Civil ;INDECIVIL; ;Demonstração do resultado;NÃO;NÃO;
7897;04.2.1.03.090;     Software ;SOFTWARE; ;Demonstração do resultado;NÃO;NÃO;
8141;04.2.1.03.091;     Prêmios ;PREMIO; ;Demonstração do resultado;NÃO;NÃO;
8249;04.2.1.03.092;     Despesas Com Conselhos de Classe ;CONSELHO; ;Demonstração do resultado;NÃO;NÃO;
8486;04.2.1.03.093;     Despesas com Subcontratação Transporte ;DESPSUBCONTR; ;Demonstração do resultado;NÃO;NÃO;
8575;04.2.1.03.094;     PAGBANK ;; ;Demonstração do resultado;NÃO;NÃO;
8664;04.2.1.03.095;     Benefícios ;BENEFICIOS; ;Demonstração do resultado;NÃO;NÃO;
8729;04.2.1.03.096;     Despesas Judiciais ;JUDICIAIS; ;Demonstração do resultado;NÃO;NÃO;
8737;04.2.1.03.097;     Honorários Advocatícios ;HONORARIOSADVOCA; ;Demonstração do resultado;NÃO;NÃO;
8761;04.2.1.03.098;     Ajuda de Custo ;AJUDADECUSTO; ;Demonstração do resultado;NÃO;NÃO;
8770;04.2.1.03.099;     Locação de Veículos ;LOCAVEICU; ;Demonstração do resultado;NÃO;NÃO;
8796;04.2.1.03.100;     Locação de Máquinas e Equipamentos ;LOCAMAQEEQUIP; ;Demonstração do resultado;NÃO;NÃO;
9164;04.2.1.03.101;     Gráficas e Serigrafias ;GRAFICAESERIGRAFIAS; ;Demonstração do resultado;NÃO;NÃO;
9440;04.2.1.03.102;     Despesas operacionais pagas por terceiros ;DESPOPTERC; ;Demonstração do resultado;NÃO;NÃO;
3425;04.2.2;  DESPESAS OPERACIONAIS FINANCEIRAS;; ;Demonstração do resultado;NÃO;NÃO;
3433;04.2.3;  DESPESAS OPERACIONAIS FINANCEIRAS;; ;Demonstração do resultado;NÃO;NÃO;
3441;04.2.3.01;   DESPESAS COM ATUALIZAÇÕES;; ;Demonstração do resultado;NÃO;NÃO;
3450;04.2.3.01.001;     Variacão Monetária Passiva ;VMPAS; ;Demonstração do resultado;NÃO;NÃO;
3468;04.2.3.01.002;     Variacão Cambial Passiva ;VCPAS; ;Demonstração do resultado;NÃO;NÃO;
3476;04.2.3.02;   JUROS E DESCONTOS;; ;Demonstração do resultado;NÃO;NÃO;
3484;04.2.3.02.001;     Juros ;JUROS; ;Demonstração do resultado;NÃO;NÃO;
3492;04.2.3.02.002;     Descontos Concedidos ;DESCCONC; ;Demonstração do resultado;NÃO;NÃO;
3506;04.2.3.02.003;     Multas ;MULTAS; ;Demonstração do resultado;NÃO;NÃO;
4995;04.2.3.02.004;     Juros S/ Duplicatas ;JUROSDUPLIC; ;Demonstração do resultado;NÃO;NÃO;
5029;04.2.3.02.005;     Juros S/ Empréstimo ;JUROSEMPRES; ;Demonstração do resultado;NÃO;NÃO;
5045;04.2.3.02.006;     Juros S/ Desc Duplicatas ;JUROSDESCDUPLIC; ;Demonstração do resultado;NÃO;NÃO;
5576;04.2.3.02.007;     Despesas Bancárias ;DESPBANC; ;Demonstração do resultado;NÃO;NÃO;
7161;04.2.3.02.008;     Taxas Administrativas ;TXADM; ;Demonstração do resultado;NÃO;NÃO;
7609;04.2.3.02.009;     Taxas de Cobrança ;TXCOB; ;Demonstração do resultado;NÃO;NÃO;
3514;04.2.4;  DESPESAS OPERACIONAIS TRIBUTÁRIAS;; ;Demonstração do resultado;NÃO;NÃO;
3522;04.2.4.01;   IMPOSTOS;; ;Demonstração do resultado;NÃO;NÃO;
3530;04.2.4.01.001;     IOF ;DFIOF; ;Demonstração do resultado;NÃO;NÃO;
3549;04.2.4.01.002;     PIS S/Receitas Operacionais Diversas ;DFPISDVS; ;Demonstração do resultado;NÃO;NÃO;
3557;04.2.4.01.003;     IPTU ;DFIPTU; ;Demonstração do resultado;NÃO;NÃO;
3565;04.2.4.01.004;     IPVA ;DFIPVA; ;Demonstração do resultado;NÃO;NÃO;
3573;04.2.4.01.005;     IRRF ;DFIRF; ;Demonstração do resultado;NÃO;NÃO;
5010;04.2.4.01.006;     Taxas Diversas ;TXDIV; ;Demonstração do resultado;NÃO;NÃO;
5037;04.2.4.01.007;     Alvará de Localização e Funcionamento ;ALVLOC; ;Demonstração do resultado;NÃO;NÃO;
5690;04.2.4.01.008;     Parcelamento Debito - ICMS ;PARCDEBICMS; ;Demonstração do resultado;NÃO;NÃO;
5894;04.2.4.01.009;     Coresul ;CORESUL; ;Demonstração do resultado;NÃO;NÃO;
5916;04.2.4.01.010;     ICMS Diferencial de Alíquota ;ICMSDIFER.ALIQUOTA; ;Demonstração do resultado;NÃO;NÃO;
5975;04.2.4.01.011;     Alvará Sanitario ;DCALVARASAN; ;Demonstração do resultado;NÃO;NÃO;
6327;04.2.4.01.012;     ICMS Diversos ;ICMSDIVERSOS; ;Demonstração do resultado;NÃO;NÃO;
6416;04.2.4.01.013;     FAI - Fundo Apoio Industrialização ;FAI; ;Demonstração do resultado;NÃO;NÃO;
6548;04.2.4.01.014;     ISS-IMPOSTOS MUNICIPAIS ;ISSDESP; ;Demonstração do resultado;NÃO;NÃO;
7234;04.2.4.01.015;     Tributos Estaduais ;TRIBESTADUAIS; ;Demonstração do resultado;NÃO;NÃO;
7250;04.2.4.01.016;     Tributos Federais ;TRIBFEDERAIS; ;Demonstração do resultado;NÃO;NÃO;
7307;04.2.4.01.017;     Taxa de Fiscalização e Publicidade ;TXFISCPUBL; ;Demonstração do resultado;NÃO;NÃO;
7323;04.2.4.01.018;     Despesas Tributárias ;DESPTRIB; ;Demonstração do resultado;NÃO;NÃO;
8567;04.2.4.01.019;     Reversão de Provisão ;REVDEPROV; ;Demonstração do resultado;NÃO;NÃO;
8605;04.2.4.01.020;     ICMS ST Comércio ;ICMSSTCOM; ;Demonstração do resultado;NÃO;NÃO;
8613;04.2.4.01.021;     ICMS Equalização Simples Nacional ;ICMSEQUALIZ; ;Demonstração do resultado;NÃO;NÃO;
8621;04.2.4.01.022;     ICMS Ação Fiscalizadora/Estabelecimento ;ICMSAÇÃOFISC; ;Demonstração do resultado;NÃO;NÃO;
3581;04.2.4.02;   MULTAS;; ;Demonstração do resultado;NÃO;NÃO;
3590;04.2.4.02.001;     Multas Fiscais Compensatórias ;DFMULTAFISC; ;Demonstração do resultado;NÃO;NÃO;
3603;04.2.4.02.002;     Multas Fiscais Punitivas ;DFMULTAPUNIT; ;Demonstração do resultado;NÃO;NÃO;
3611;04.2.4.02.003;     Multas Contratuais ;DFMULTACONTR; ;Demonstração do resultado;NÃO;NÃO;
6904;04.2.4.02.004;     Multas Infrações Tributarias ;MULTATRIB; ;Demonstração do resultado;NÃO;NÃO;
3620;04.2.5;  DESPESAS OPERACIONAIS PERDAS C/PART SOC;; ;Demonstração do resultado;NÃO;NÃO;
3638;04.2.5.01;   RESULTADO EQUIVALÊNCIA PATRIOMONIAL;; ;Demonstração do resultado;NÃO;NÃO;
3646;04.2.5.01.001;     Equivalência Patrimonial Negativa ;EPNEGAT; ;Demonstração do resultado;NÃO;NÃO;
3654;04.2.6;  OUTRAS DESPESAS;; ;Demonstração do resultado;NÃO;NÃO;
3662;04.2.6.01;   PERDAS;; ;Demonstração do resultado;NÃO;NÃO;
3670;04.2.6.01.001;     Perdas Prováveis Na Alienação Investiment ;PERDASINVEST; ;Demonstração do resultado;NÃO;NÃO;
3689;04.2.6.01.002;     Perdas Com Sinistros ;PERDASSINIST; ;Demonstração do resultado;NÃO;NÃO;
3697;04.2.6.01.003;     Perdas Na Alienação de Imobilizado ;PERDASIMOBIL; ;Demonstração do resultado;NÃO;NÃO;
7536;04.2.6.01.004;     Perdas no Recebimento de Creditos ;PERDASRECEBI; ;Demonstração do resultado;NÃO;NÃO;
8060;04.2.6.01.005;     Perdas em Estoque ;PERDASESTOQUE; ;Demonstração do resultado;NÃO;NÃO;
4529;04.2.6.02;   DESPESAS INDEDUTIVEIS;; ;Demonstração do resultado;NÃO;NÃO;
4537;04.2.6.02.001;     Despesas Indedutiveis ;DESPINDED; ;Demonstração do resultado;NÃO;NÃO;
3700;04.3; CONTAS DE FECHAMENTO DE BALANÇO;; ;Demonstração do resultado;NÃO;NÃO;
3719;04.3.1;  CONTAS DE APURAÇÕES FINAIS;; ;Demonstração do resultado;NÃO;NÃO;
3727;04.3.1.01;   CORREÇÃO MONETÁRIA DO BALANCO;; ;Demonstração do resultado;NÃO;NÃO;
3735;04.3.1.01.001;     Correção Monetária do Ativo ;CMATIVO; ;Demonstração do resultado;NÃO;NÃO;
3743;04.3.1.01.002;     Correção Monetária do Passivo ;CMPASSIVO; ;Demonstração do resultado;NÃO;NÃO;
6912;04.3.1.01.003;     Implantação de Saldo ;IMPLSALDO; ;Demonstração do resultado;NÃO;NÃO;
3751;04.3.2;  PROVISÕES P/IMPOSTOS S/LUCRO;; ;Demonstração do resultado;NÃO;NÃO;
3760;04.3.2.01;   PROVISÕES P/IMPOSTOS S/LUCROS;; ;Demonstração do resultado;NÃO;NÃO;
3778;04.3.2.01.001;     Provisão P/ IRPJ ;PROVIRPJ; ;Demonstração do resultado;NÃO;NÃO;
3786;04.3.2.02;   PROVISÕES P/CONTRIBUIÇÕES S/LUCROS;; ;Demonstração do resultado;NÃO;NÃO;
3794;04.3.2.02.001;     Provisão P/ CSLL ;PROVCSLL; ;Demonstração do resultado;NÃO;NÃO;
8648;05;RESULTADO LÍQUIDO DO EXERCÍCIO;; ;Demonstração do resultado;NÃO;NÃO;
3816;05.01; RESULTADO LÍQUIDO DO EXERCÍCIO;; ;Demonstração do resultado;NÃO;NÃO;
8303;05.01.01;  RESULTADO LÍQUIDO DO EXERCÍCIO;; ;Demonstração do resultado;NÃO;NÃO;
